D_INTERVIEW,Q177,Q178,Q179,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q190,Q191,Q192,Q193,Q194,Q195
170070426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0
170070432,9.0,1.0,1.0,5.0,2.0,9.0,7.0,1.0,6.0,5.0,2.0,8.0,2.0,4.0,1.0,1.0,8.0,2.0,10.0
170070442,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170070465,4.0,3.0,1.0,1.0,1.0,8.0,5.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0
170070471,8.0,10.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,2.0,1.0,10.0,1.0,10.0,1.0,10.0,1.0,1.0,10.0
170070497,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170070503,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170070507,10.0,10.0,10.0,10.0,3.0,6.0,4.0,9.0,9.0,9.0,9.0,5.0,6.0,6.0,4.0,7.0,9.0,6.0,10.0
170070510,10.0,10.0,1.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0
170070514,3.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,5.0,7.0,1.0,1.0,1.0,4.0,5.0,1.0,3.0,1.0,4.0
170070515,9.0,9.0,9.0,9.0,1.0,9.0,9.0,5.0,9.0,2.0,9.0,2.0,2.0,9.0,2.0,2.0,9.0,9.0,9.0
170070522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170070530,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170070531,10.0,10.0,3.0,6.0,1.0,2.0,3.0,4.0,5.0,7.0,8.0,9.0,10.0,1.0,1.0,2.0,3.0,4.0,5.0
170070534,3.0,10.0,1.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170070538,1.0,10.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170070541,1.0,10.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,8.0
170070544,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170070545,10.0,9.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170070553,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0
170070558,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
170070559,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
170070560,10.0,10.0,1.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0
