D_INTERVIEW,Q94,Q95,Q96,Q97,Q98,Q99,Q100,Q101,Q102,Q103,Q104
604070341,0,0,0,0,0,0,0,0,0,0,0
604070342,0,0,0,0,0,0,0,0,0,0,1
604070343,0,0,0,0,0,1,0,0,0,0,0
604070344,0,0,0,0,0,0,1,0,0,0,0
604070345,0,0,0,0,0,0,0,0,0,0,0
604070346,1,0,0,0,0,0,0,0,0,0,0
604070347,1,0,0,0,0,0,0,0,0,0,0
604070348,0,0,0,0,0,0,0,0,0,0,0
604070349,0,0,0,0,0,0,0,0,0,0,0
604070350,0,0,0,0,0,0,0,0,0,0,0
604070351,1,1,0,0,0,0,0,0,0,0,0
604070352,2,0,0,0,0,0,0,0,0,0,0
604070353,0,0,0,0,2,0,0,0,0,0,0
604070354,1,0,0,0,0,0,0,0,0,0,0
604070355,0,0,0,0,0,0,0,0,0,0,0
604070356,0,0,0,0,0,0,1,0,0,0,0
604070357,0,0,0,0,0,0,0,0,0,0,0
604070358,2,0,0,0,0,0,0,0,0,0,0
604070359,0,0,0,0,0,0,0,0,0,0,0
604070360,0,0,0,0,0,0,0,0,0,0,0
604070361,1,2,0,0,0,0,0,0,0,0,0
604070362,2,1,2,0,1,0,0,0,0,0,0
604070363,2,0,0,0,0,0,0,0,0,0,0
604070364,2,2,0,0,0,0,0,0,0,0,0
604070365,1,2,2,0,0,0,0,0,0,0,0
604070366,0,0,1,0,0,0,0,0,-1,0,0
604070367,0,0,0,0,0,0,0,0,0,0,0
604070368,1,1,1,1,1,1,0,1,1,1,0
604070369,2,0,2,0,0,0,0,0,0,0,0
604070370,2,0,0,0,0,0,0,0,0,0,0
604070371,1,1,0,0,0,0,0,0,0,0,0
604070372,0,0,0,0,0,0,0,0,0,0,0
604070373,2,0,0,0,0,0,0,2,2,0,0
604070374,1,1,0,0,0,0,0,2,2,0,0
604070375,0,0,0,0,0,0,0,0,0,0,0
604070376,0,0,2,0,0,0,0,1,0,0,0
604070377,1,2,1,1,1,1,0,1,1,1,1
604070378,0,0,0,0,0,0,0,0,0,0,0
604070379,2,0,0,0,0,2,0,0,0,0,0
604070380,0,1,0,0,0,0,0,0,0,0,0
604070381,2,0,0,0,0,0,0,0,0,0,0
604070382,0,0,0,0,0,0,0,0,0,0,0
604070383,0,0,0,0,0,0,0,0,0,0,0
604070384,0,2,0,0,0,0,0,0,0,0,0
604070385,0,0,0,0,0,0,0,0,0,0,0
604070386,1,0,0,0,0,0,0,0,0,0,0
604070387,1,0,0,0,0,0,0,0,0,0,0
604070388,1,0,0,0,0,0,0,0,0,0,0
604070389,2,0,0,0,0,0,0,0,0,0,0
604070390,0,0,0,0,0,0,0,0,0,0,0
604070391,1,2,0,0,0,0,0,0,0,0,0
604070392,1,1,0,0,2,2,0,0,0,0,0
604070393,0,0,0,0,0,0,0,0,0,0,0
604070394,0,0,0,0,0,0,0,0,0,0,0
604070395,0,0,0,0,0,0,0,0,0,0,0
604070396,0,0,0,0,2,2,0,0,0,0,0
604070397,0,0,0,0,0,0,0,0,0,0,0
604070398,2,0,0,0,0,0,0,0,0,0,0
604070399,0,0,1,0,0,0,0,0,0,0,0
604070400,0,0,0,0,0,0,0,0,0,0,0
604070401,1,0,0,0,0,0,1,0,0,0,0
604070402,0,0,0,0,0,0,0,0,0,0,0
604070403,1,0,0,0,0,0,0,1,0,0,0
604070404,0,0,2,0,0,0,0,0,0,0,0
604070405,2,0,0,0,0,0,0,0,0,-2,0
