D_INTERVIEW,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81
484070158,1,3,1,3,3,3,4,4,3,4,4,3,2,3,2,2,2,4
484070159,1,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2
484070160,4,3,4,4,4,4,4,2,4,4,4,1,3,1,1,1,1,1
484070161,3,3,4,3,3,4,3,4,4,3,3,3,3,3,3,2,2,2
484070162,2,3,4,3,3,3,3,3,3,4,3,3,3,4,3,2,2,3
484070163,2,2,2,3,4,3,2,4,4,3,3,2,4,3,3,3,2,2
484070164,2,2,2,3,3,2,2,3,2,2,4,4,4,4,4,4,3,2
484070165,1,4,3,3,4,4,4,4,4,3,4,2,3,2,4,1,3,2
484070166,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3
484070167,1,1,2,3,3,4,4,3,3,4,4,4,2,3,1,4,3,4
484070168,3,2,4,1,2,4,4,4,4,4,2,1,4,4,3,4,2,3
484070169,1,1,1,4,3,3,3,3,3,3,3,2,3,3,3,3,2,2
484070170,3,1,4,1,4,3,4,4,4,4,4,2,1,4,4,4,3,3
484070171,1,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4
484070172,3,3,4,3,4,2,2,2,4,2,4,2,4,3,2,4,1,1
484070173,1,3,4,2,4,2,2,2,3,4,4,3,4,4,2,2,2,2
484070174,1,1,3,3,3,3,3,3,4,4,4,1,4,3,3,4,2,3
484070175,1,3,4,3,4,3,3,3,4,3,3,3,3,4,4,4,4,4
484070176,3,3,3,4,3,3,3,4,4,3,4,2,3,2,2,2,2,3
484070177,2,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,3,4
484070178,1,3,3,3,3,3,3,4,4,4,1,3,2,2,1,1,1,1
484070179,4,3,2,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3
484070180,1,1,2,1,-1,1,2,4,3,2,1,3,2,2,3,3,3,3
484070181,4,4,4,1,-1,4,4,4,4,4,4,-1,4,4,2,1,1,1
484070182,1,1,4,4,2,1,1,3,4,4,4,1,1,1,1,4,1,1
484070183,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
484070184,1,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3
484070185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
484070186,1,1,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4
484070187,1,3,4,1,4,1,4,4,4,4,4,1,3,4,4,4,1,2
484070188,3,3,4,4,4,4,4,4,4,4,4,2,4,4,4,3,3,3
484070189,3,-1,4,4,4,4,4,4,4,4,4,1,4,4,2,3,1,1
484070190,4,4,4,4,4,4,4,4,4,4,4,1,4,2,4,1,1,1
484070191,1,4,3,4,4,4,3,4,4,4,4,3,3,4,3,3,3,3
484070192,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3
484070193,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
484070194,1,1,4,3,3,4,4,4,4,3,4,2,4,4,4,4,2,4
484070195,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,1,4
484070196,1,1,3,3,3,4,2,3,4,4,4,1,4,-1,2,-1,-1,2
484070197,2,1,2,2,2,3,3,3,3,3,3,3,2,4,2,2,3,2
484070198,1,4,4,3,4,4,4,4,4,4,4,1,4,3,4,3,-1,3
484070199,1,4,4,4,4,4,4,4,4,4,4,3,4,-1,-1,-1,4,4
484070200,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
484070201,1,1,3,2,4,4,4,4,4,4,4,1,3,4,4,4,3,2
484070202,1,2,2,2,3,1,1,2,2,3,3,3,2,1,3,2,3,2
484070203,2,4,4,2,2,3,2,4,4,4,4,4,2,1,3,4,1,1
484070204,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
484070205,2,2,3,3,3,3,3,3,3,3,3,2,3,2,2,1,2,2
484070206,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
484070207,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2
484070208,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2
484070209,2,2,3,3,3,4,4,4,4,4,4,3,3,3,2,2,3,3
484070210,3,3,3,2,3,3,4,4,4,4,4,2,4,4,2,3,3,3
484070211,2,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3
484070212,2,1,4,4,4,4,3,3,4,4,4,2,4,4,2,2,2,3
484070213,4,4,4,4,4,2,2,4,4,4,2,1,4,2,4,2,2,3
484070214,2,2,2,3,3,4,3,3,3,3,4,3,3,3,3,3,2,2
484070215,3,3,3,4,3,3,4,4,4,4,4,4,3,2,3,4,3,3
484070216,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,1,2,2
484070217,4,3,3,4,4,4,4,4,4,3,4,2,4,3,3,3,3,3
484070218,1,1,2,2,2,2,1,3,3,2,3,1,3,1,1,1,1,1
484070219,2,1,3,4,2,2,2,2,3,3,3,2,2,2,3,3,3,1
484070220,2,1,2,1,2,2,2,4,2,2,2,1,2,2,2,2,2,2
484070221,2,1,2,1,2,2,2,2,2,2,2,2,4,3,2,2,2,2
484070222,4,3,3,3,4,4,3,4,4,4,4,2,4,3,3,2,2,2
484070223,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4
484070224,1,1,2,1,3,2,2,4,4,4,4,1,4,3,3,3,1,4
484070225,2,1,4,4,4,4,4,3,4,4,3,1,3,4,2,2,3,1
484070226,2,2,3,2,2,3,2,4,3,3,4,3,2,4,3,3,2,4
484070227,1,1,2,2,4,4,4,4,4,4,4,1,3,1,4,4,4,4
484070228,1,1,1,3,4,4,-1,4,4,4,4,1,4,4,1,1,1,1
484070229,2,3,3,4,3,4,3,4,4,4,4,2,3,2,2,1,2,3
484070230,2,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4
484070231,2,4,3,2,4,3,4,3,4,3,2,1,4,4,3,4,3,1
484070232,1,4,2,2,3,4,3,4,3,4,2,1,4,3,4,4,3,4
484070233,1,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4
484070234,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
484070235,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
484070236,3,3,4,4,3,4,4,4,4,4,4,1,3,4,3,4,2,4
484070237,2,2,3,4,4,3,3,3,3,3,3,2,4,3,3,2,2,2
484070238,1,3,4,4,3,3,3,3,4,4,4,3,3,3,4,4,4,3
484070239,1,3,4,4,3,3,4,3,3,3,3,3,4,3,3,3,2,3
484070240,2,2,3,2,4,1,3,2,2,2,2,1,4,3,2,4,1,3
484070241,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
484070242,3,3,4,4,4,4,3,4,2,2,2,1,4,4,2,4,4,4
484070243,3,2,2,2,2,4,3,4,4,3,3,4,4,2,2,4,3,4
484070244,3,2,3,4,3,4,3,4,4,4,4,2,2,4,4,2,4,4
484070245,4,3,4,4,4,3,4,4,4,3,4,2,4,4,3,3,3,4
484070246,2,3,3,4,4,2,3,2,4,3,2,2,4,4,2,3,3,2
484070247,1,1,2,2,4,3,3,3,1,2,2,1,4,4,3,4,4,3
484070248,2,3,3,3,4,4,4,4,4,3,3,2,3,4,2,4,2,4
484070249,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4
484070250,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4
484070251,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
