D_INTERVIEW,Q165,Q166,Q167,Q168
276071126,-1,-1,-1,-1
276071127,1,1,1,1
276071128,2,1,2,2
276071129,1,1,2,2
276071130,1,1,2,2
276071131,1,2,2,2
276071132,-1,2,2,2
276071133,1,1,1,1
276071134,1,1,1,1
276071135,1,2,2,1
276071136,1,1,1,1
276071137,1,1,1,1
276071138,1,1,2,1
276071139,1,1,2,1
276071140,1,1,2,1
276071141,1,1,2,1
276071142,1,1,2,1
276071143,1,-1,-1,-1
276071144,1,1,2,1
276071145,2,2,2,2
276071146,1,1,2,2
276071147,1,2,2,2
276071148,2,2,2,2
276071149,1,2,2,2
276071150,1,2,2,1
276071151,1,-1,-1,1
276071152,1,1,-1,1
276071153,1,1,2,1
276071154,1,2,2,2
276071155,-2,1,2,-2
276071156,1,1,2,2
276071157,1,2,2,2
276071158,1,1,1,1
276071159,1,2,1,2
276071160,1,1,2,1
276071161,2,2,2,2
276071162,1,2,2,2
276071163,1,2,2,2
276071164,1,2,2,2
276071165,1,1,2,1
276071166,1,1,2,1
276071167,1,1,2,2
276071168,1,1,2,2
276071169,1,1,2,1
276071170,1,1,2,2
276071171,1,1,2,1
276071172,1,1,2,1
276071173,1,2,2,1
276071174,1,1,1,1
276071175,2,2,2,2
276071176,2,2,2,2
276071177,1,1,2,1
276071178,2,1,2,2
276071179,1,2,1,1
276071180,2,1,2,2
276071181,1,2,2,2
276071182,2,-1,2,2
276071183,2,2,2,2
276071184,1,1,1,1
276071185,1,1,2,1
276071186,2,2,2,2
276071187,2,2,2,2
276071188,1,1,1,1
276071189,1,2,2,2
276071190,1,1,2,1
276071191,1,1,2,1
276071192,1,1,2,2
276071193,1,1,2,2
276071194,2,1,2,2
276071195,1,2,2,2
276071196,1,1,2,2
276071197,2,2,2,2
276071198,2,2,2,2
276071199,1,1,2,2
276071200,2,2,2,2
276071201,2,2,2,2
276071202,2,2,2,2
276071203,1,2,2,1
276071204,2,2,2,2
276071205,2,2,2,2
276071206,2,2,2,2
276071207,2,2,2,2
276071208,2,2,2,2
276071209,2,1,2,2
276071210,1,1,2,2
276071211,2,2,2,2
276071212,2,2,2,2
276071213,1,2,2,2
276071214,1,2,2,2
276071215,1,1,2,2
276071216,1,1,1,1
276071217,1,1,1,1
276071218,2,2,2,2
276071219,1,1,1,1
276071220,2,2,2,2
276071221,1,1,2,2
276071222,2,2,2,2
276071223,2,2,2,2
276071224,1,1,2,2
276071225,1,2,2,2
276071226,1,-1,2,2
276071227,1,-1,-1,-1
276071228,2,2,2,2
276071229,1,1,2,2
276071230,1,1,1,1
276071231,1,2,2,2
276071232,-2,-1,-1,-1
276071233,1,1,1,1
276071234,-1,-1,2,2
276071235,1,1,1,1
276071236,1,1,2,2
276071237,-1,-1,2,-1
276071238,-1,-1,2,2
276071239,1,1,2,1
276071240,-2,1,2,1
276071241,1,-1,2,1
276071242,2,-1,2,2
276071243,1,2,2,2
276071244,2,1,2,2
276071245,2,2,2,2
276071246,1,1,1,1
276071247,2,1,2,2
276071248,1,2,2,2
276071249,1,1,1,1
276071250,2,2,2,2
276071251,1,1,2,1
276071252,1,2,2,2
276071253,1,1,2,1
276071254,1,-1,-1,1
276071255,1,1,2,1
276071256,1,1,2,2
276071257,2,2,1,2
276071258,2,2,2,1
276071259,2,2,2,2
276071260,1,2,2,2
276071261,1,1,2,1
276071262,1,2,2,2
276071263,2,2,2,2
276071264,-1,-1,2,2
276071265,1,2,2,1
276071266,1,2,2,1
276071267,2,2,2,2
276071268,2,-1,2,2
276071269,1,2,2,1
276071270,-1,1,2,1
276071271,1,2,2,2
276071272,1,2,2,2
276071273,1,1,2,1
276071274,1,-1,2,2
276071275,2,2,2,2
276071276,2,1,2,2
276071277,2,2,2,2
276071278,2,-1,-1,-1
276071279,2,2,2,2
276071280,2,2,2,2
276071281,1,-1,2,2
276071282,1,1,2,-1
276071283,1,2,2,-1
276071284,1,1,-1,1
276071285,1,-1,2,-1
276071286,1,1,2,2
276071287,1,-1,2,1
276071288,1,1,2,2
276071289,1,2,2,2
276071290,1,1,2,2
276071291,1,1,2,2
276071292,1,1,2,1
276071293,-1,-1,2,2
276071294,2,2,2,2
276071295,1,2,2,1
276071296,2,2,2,2
276071297,1,2,2,2
276071298,-1,-1,-1,-1
276071299,2,2,2,2
276071300,1,-1,-1,-1
276071301,1,1,2,2
276071302,-1,-1,2,2
276071303,1,1,2,1
276071304,1,-1,2,2
276071305,-1,1,-1,-1
276071306,1,1,-1,-1
276071307,1,1,-1,-1
276071308,1,2,2,2
276071309,-2,-2,-2,-2
276071310,-2,-1,2,2
276071311,1,2,2,2
276071312,2,2,2,2
276071313,2,2,2,2
276071314,1,1,2,2
276071315,1,-1,-1,-1
276071316,1,1,-1,1
276071317,2,2,2,2
276071318,1,2,2,1
276071319,2,1,2,2
276071320,1,1,2,1
276071321,1,1,2,2
276071322,1,1,2,2
276071323,1,2,2,2
276071324,1,1,2,1
276071325,1,1,1,1
276071326,1,1,1,1
276071327,2,1,1,1
276071328,1,1,2,1
276071329,2,1,2,2
276071330,1,1,2,1
276071331,1,1,2,1
276071332,2,1,2,2
276071333,1,1,2,1
276071334,1,1,1,1
276071335,1,1,2,1
276071336,1,2,2,2
276071337,2,2,2,2
276071338,2,2,2,2
276071339,2,2,2,2
276071340,2,2,2,2
276071341,-1,-1,-1,-1
276071342,1,1,2,1
276071343,1,2,1,1
276071344,1,-1,2,-1
276071345,1,-1,2,1
276071346,2,2,2,2
276071347,1,1,2,1
276071348,-1,2,2,2
276071349,2,2,2,2
276071350,1,2,2,2
276071351,2,2,2,2
276071352,2,2,2,2
276071353,2,2,2,2
276071354,1,2,2,2
276071355,1,1,2,1
276071356,1,2,2,2
276071357,2,2,2,2
276071358,1,1,2,2
276071359,2,2,2,2
276071360,2,2,2,2
276071361,2,1,2,2
276071362,2,2,2,2
276071363,2,2,2,2
276071364,2,2,2,2
276071365,1,-1,-2,2
276071366,1,1,1,1
276071367,2,2,2,2
276071368,2,-1,-1,-1
276071369,1,1,2,1
276071370,1,2,2,2
276071371,2,2,2,2
276071372,1,1,1,1
276071373,-1,-1,-1,-1
276071374,2,2,2,2
276071375,2,2,2,2
276071376,1,1,2,1
276071377,2,2,2,2
276071378,1,1,2,2
276071379,1,1,2,2
276071380,1,1,2,2
276071381,1,-1,2,2
276071382,1,1,1,1
276071383,2,1,2,2
276071384,-2,-2,-2,-2
276071385,2,2,2,2
276071386,1,-1,2,2
276071387,2,2,2,2
276071388,1,1,1,1
276071389,1,1,-2,1
276071390,-1,-1,-1,-1
276071391,2,2,2,2
276071392,1,1,2,1
276071393,1,2,2,2
276071394,2,2,2,2
276071395,2,1,2,2
276071396,1,1,2,-1
276071397,1,1,1,1
276071398,1,1,2,1
276071399,2,2,2,1
276071400,1,1,2,1
276071401,2,2,2,2
276071402,1,1,1,1
276071403,1,1,2,1
276071404,2,2,2,2
276071405,1,1,2,2
276071406,1,2,2,1
276071407,1,1,1,1
276071408,1,1,2,1
276071409,1,1,1,1
276071410,2,2,2,2
276071411,1,1,1,1
276071412,1,1,2,2
276071413,1,1,1,1
276071414,2,2,2,2
276071415,2,1,2,2
276071416,2,2,2,1
276071417,2,2,2,2
276071418,1,-1,2,-1
276071419,1,2,2,2
276071420,1,1,1,1
276071421,1,2,2,2
276071422,1,2,2,1
276071423,1,1,2,1
276071424,1,1,2,-1
276071425,1,-1,2,1
276071426,1,1,1,1
276071427,1,2,2,1
276071428,2,2,2,2
276071429,1,2,2,2
276071430,1,1,1,1
276071431,1,1,2,2
276071432,2,2,2,2
276071433,1,2,2,2
276071434,1,1,2,1
276071435,2,2,2,2
276071436,1,1,1,1
276071437,1,1,2,1
276071438,1,-1,1,1
276071439,1,1,1,1
276071440,1,2,2,2
276071441,1,2,2,2
276071442,1,-1,-1,-1
276071443,1,2,2,2
276071444,1,2,2,2
276071445,2,2,2,2
276071446,1,1,1,1
276071447,2,2,2,2
276071448,2,2,2,2
276071449,2,2,2,2
276071450,2,2,2,2
276071451,1,2,2,2
276071452,2,2,2,2
276071453,2,2,2,2
276071454,2,2,2,2
276071455,2,2,2,2
276071456,1,2,2,2
276071457,1,1,-1,1
276071458,2,2,2,2
276071459,1,1,1,1
276071460,2,2,2,2
276071461,1,1,2,-1
276071462,2,2,2,2
276071463,1,2,2,1
276071464,2,2,2,2
276071465,1,2,2,2
276071466,1,1,1,1
276071467,1,2,2,2
276071468,2,1,2,1
276071469,2,2,2,2
276071470,2,2,2,2
276071471,2,1,2,2
276071472,2,2,2,2
276071473,2,2,2,2
276071474,1,1,1,1
276071475,2,2,2,2
276071476,2,2,2,2
276071477,1,2,2,2
276071478,1,1,1,1
276071479,1,2,1,1
276071480,2,-1,2,2
276071481,1,2,2,2
276071482,1,2,2,2
276071483,1,1,2,2
276071484,1,1,1,1
276071485,1,1,2,1
276071486,1,2,2,2
276071487,2,2,2,2
276071488,2,2,2,2
276071489,1,1,2,1
276071490,2,1,2,2
276071491,1,1,1,1
276071492,1,2,2,1
276071493,2,1,2,1
276071494,1,1,1,1
276071495,2,2,2,2
276071496,2,2,2,2
276071497,1,2,2,1
276071498,2,2,2,2
276071499,1,1,1,1
276071500,1,-1,2,1
276071501,1,1,2,2
276071502,2,2,2,2
276071503,2,2,2,2
276071504,2,2,2,2
276071505,1,2,2,2
276071506,2,2,2,2
276071507,2,2,2,2
276071508,2,2,2,2
276071509,2,2,2,2
276071510,2,1,2,2
276071511,1,1,2,1
276071512,2,1,2,2
276071513,1,2,2,2
276071514,2,2,2,2
276071515,1,1,2,1
276071516,1,1,2,1
276071517,1,1,2,2
276071518,1,2,2,1
276071519,2,2,2,2
276071520,1,1,2,1
276071521,1,1,2,1
276071522,1,-2,2,1
276071523,1,1,2,1
276071524,2,2,2,2
276071525,2,2,2,2
276071526,1,-2,-2,1
276071527,2,2,2,2
276071528,1,2,2,2
