D_INTERVIEW,Q177,Q178,Q179,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q190,Q191,Q192,Q193,Q194,Q195
51070201,1,2,1,2,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1
51070202,5,7,1,5,1,1,1,-2,5,1,3,7,1,1,1,1,1,1,7
51070203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070204,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070206,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070208,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5
51070209,5,1,1,5,1,-1,-1,-1,1,1,1,1,5,8,1,-1,-1,1,1
51070210,1,1,1,5,1,1,1,5,5,1,1,5,1,5,1,1,1,1,1
51070211,1,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,1,1
51070212,1,1,1,1,1,1,1,3,1,2,1,1,1,1,4,8,1,1,10
51070213,1,3,4,1,2,1,1,5,5,5,1,5,1,5,1,1,1,-1,8
51070214,5,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1
51070215,1,1,1,1,1,4,1,3,5,1,1,1,1,1,1,1,1,1,2
51070216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070217,1,1,1,1,1,1,1,6,5,1,1,1,1,1,2,1,1,1,5
51070218,1,1,1,1,1,1,1,4,4,2,1,1,1,3,3,1,2,2,1
51070219,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,10
51070220,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
51070221,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,5
51070222,1,2,1,1,1,1,1,1,4,5,1,5,1,2,3,1,1,3,5
51070223,1,1,1,5,1,1,1,5,5,1,1,1,1,5,1,1,1,1,1
51070224,1,1,1,1,1,1,1,6,8,1,1,1,1,2,1,1,1,1,1
51070225,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070227,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1
51070228,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1
51070229,5,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070230,1,1,1,1,1,1,1,5,1,1,1,-1,1,1,1,1,1,1,1
51070231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070232,1,1,1,1,1,1,1,5,1,1,1,5,1,5,1,1,1,1,10
51070233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
51070234,1,1,1,3,5,1,1,5,5,1,1,4,1,1,1,1,1,1,5
51070235,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
51070236,3,1,1,1,1,1,1,1,7,1,1,1,1,5,1,1,1,1,1
51070237,1,1,1,5,1,4,4,7,7,9,4,8,1,1,1,1,1,5,6
51070238,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1
51070239,1,-1,1,1,1,1,1,7,7,-1,1,1,1,1,1,1,1,1,1
51070240,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1
51070241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070243,1,1,1,1,1,1,1,5,-1,5,1,1,1,1,1,1,1,1,1
51070244,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,-1
51070245,1,1,1,1,1,1,1,4,-1,1,1,1,1,1,1,1,1,1,-2
51070246,1,1,1,1,1,8,5,5,8,-1,1,5,1,2,1,1,1,1,3
51070247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070248,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1
51070249,1,1,1,1,1,1,1,5,6,1,1,1,1,5,1,1,1,1,5
51070250,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1
51070251,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,3
51070252,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,1,1,1,1
51070253,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070255,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070256,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,5
51070257,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1
51070258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070259,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1
51070260,2,4,1,1,1,7,4,2,8,5,1,1,1,3,1,2,3,1,4
51070261,3,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
51070262,1,1,1,6,1,1,1,6,8,1,1,1,1,8,1,1,1,1,1
51070263,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1
51070264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070265,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070266,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070267,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1
51070268,1,1,1,1,1,1,1,5,6,9,1,1,1,1,1,1,1,1,1
51070269,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070270,7,1,1,1,1,1,1,5,8,1,1,1,1,1,1,1,1,1,7
51070271,1,1,1,1,1,1,1,1,5,1,1,5,1,6,1,1,1,1,1
51070272,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3,1,1,1,6
51070273,1,1,1,1,1,1,1,5,5,1,1,1,1,5,1,2,1,1,5
51070274,1,1,1,1,1,1,1,5,5,1,1,5,1,1,1,1,1,1,1
51070275,1,1,1,1,1,1,1,5,4,1,1,5,1,4,1,1,1,1,1
51070276,1,1,1,1,1,1,1,1,5,2,1,3,1,2,1,1,1,1,1
51070277,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
51070278,1,1,1,1,1,1,1,1,6,1,1,5,1,1,1,1,1,1,1
51070279,1,1,1,1,1,1,1,5,1,1,1,1,1,3,1,1,1,1,1
51070280,1,1,1,1,1,1,1,1,5,1,1,5,1,2,1,1,1,1,1
51070281,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1
51070282,1,1,1,1,1,10,1,8,10,10,1,1,1,1,1,1,1,1,1
51070283,1,1,1,1,1,5,1,1,5,2,1,5,1,1,1,1,5,1,1
51070284,1,1,1,1,1,1,1,5,5,7,1,1,1,3,1,1,1,1,1
51070285,1,4,1,5,2,1,1,1,5,2,1,1,1,1,1,4,1,4,2
51070286,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1
51070287,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51070288,1,4,1,1,1,1,1,5,5,10,1,5,1,1,3,4,1,1,3
51070289,1,1,1,1,1,5,3,5,10,5,7,8,1,1,1,1,1,1,7
51070290,4,4,1,1,1,1,1,5,7,1,1,-1,5,1,1,5,1,1,1
