D_INTERVIEW,Q165,Q166,Q167,Q168
300071126,1,2,2,2
300071127,1,-1,-1,-1
300071128,1,-1,-1,-1
300071129,1,2,2,2
300071130,1,1,1,1
300071131,1,1,2,1
300071132,1,-1,-1,-1
300071133,1,2,2,2
300071134,1,1,2,2
300071135,1,2,2,2
300071136,1,2,2,2
300071137,1,2,2,2
300071138,1,-1,-1,-1
300071139,1,1,1,1
300071140,1,1,1,1
300071141,2,2,2,2
300071142,1,1,2,2
300071143,2,2,2,2
300071144,1,1,1,1
300071145,1,1,1,1
300071146,-1,2,2,2
300071147,2,2,2,2
300071148,1,-1,-1,-1
300071149,1,1,-1,-1
300071150,1,2,2,2
300071151,1,2,2,2
300071152,1,1,1,1
300071153,1,2,2,2
300071154,1,1,1,1
300071155,1,2,2,2
300071156,1,1,1,1
300071157,1,1,1,1
300071158,1,2,2,2
300071159,1,2,2,2
300071160,1,2,1,1
300071161,1,1,1,1
300071162,1,2,2,2
300071163,-2,-2,-2,-2
300071164,2,2,2,2
300071165,1,-1,-1,-1
300071166,1,2,-1,-1
300071167,-2,-2,-2,-2
300071168,-2,-2,-2,-2
300071169,1,1,2,2
300071170,1,-1,2,2
300071171,1,2,1,1
300071172,1,2,2,2
300071173,1,2,1,1
300071174,2,2,2,2
300071175,1,2,2,2
300071176,1,2,2,2
300071177,2,2,2,2
300071178,2,2,2,2
300071179,1,2,2,2
300071180,1,2,1,1
300071181,-1,-1,-1,-1
300071182,1,2,1,1
300071183,1,1,1,1
300071184,1,-1,-1,-1
300071185,1,-1,1,1
300071186,1,-1,-1,-1
300071187,1,-2,-2,-2
300071188,1,-1,2,2
300071189,1,-1,1,1
300071190,1,-1,-2,-2
300071191,1,-1,-2,-2
300071192,-2,-1,-1,-1
300071193,2,2,2,2
300071194,1,-1,-1,-1
300071195,1,2,2,2
300071196,1,-1,-1,-1
300071197,2,1,2,2
300071198,1,-1,-1,-1
300071199,1,-1,1,1
300071200,2,2,2,2
