D_INTERVIEW,Q132,Q133,Q134,Q135,Q136,Q137,Q138
604070611,3,3,4,3,4,4,3
604070612,2,2,4,3,4,3,4
604070613,3,3,4,4,4,3,4
604070614,3,2,4,4,4,3,4
604070615,3,3,4,3,3,3,4
604070616,2,2,4,4,4,3,3
604070617,2,3,3,4,4,3,3
604070618,2,2,-1,4,2,2,3
604070619,3,3,4,4,4,3,3
604070620,3,3,3,4,4,3,4
604070621,4,3,4,4,4,4,4
604070622,3,3,4,2,4,3,3
604070623,3,3,3,4,4,4,4
604070624,3,3,4,4,4,3,4
604070625,3,4,4,3,4,4,-1
604070626,3,3,4,4,4,4,4
604070627,4,4,4,4,4,3,4
604070628,4,4,4,4,4,4,4
604070629,4,4,4,4,4,4,4
604070630,4,4,4,4,4,3,4
604070631,3,2,4,4,3,4,4
604070632,3,3,4,4,4,4,4
604070633,3,3,4,4,4,3,4
604070634,3,3,4,4,3,3,4
604070635,3,3,4,3,4,3,4
604070636,2,2,4,4,4,2,2
604070637,3,3,4,4,4,3,3
604070638,2,2,4,4,3,3,3
604070639,3,3,4,4,3,3,3
604070640,4,4,4,4,4,4,4
604070641,3,3,4,4,4,3,4
604070642,3,2,4,4,4,3,3
604070643,3,3,4,4,4,3,4
604070644,3,3,4,4,4,3,3
604070645,3,3,4,4,4,4,4
604070646,4,3,4,4,4,4,4
604070647,4,3,4,4,4,4,4
604070648,4,4,4,4,4,4,4
604070649,4,4,4,4,4,4,4
604070650,3,3,4,4,4,4,4
604070651,3,3,3,4,4,4,4
604070652,4,3,4,4,4,4,4
604070653,3,3,4,4,4,3,3
604070654,3,1,4,4,4,4,3
604070655,3,3,4,4,3,3,3
604070656,1,1,4,1,1,1,1
604070657,2,1,3,4,2,2,2
604070658,1,3,4,3,2,3,3
604070659,2,3,4,4,-1,3,3
604070660,4,4,4,4,4,4,4
604070661,3,3,3,3,4,4,4
604070662,1,1,4,4,4,4,4
604070663,4,3,3,3,3,3,3
604070664,3,3,3,4,4,4,4
604070665,3,3,4,4,4,4,4
604070666,3,3,3,4,4,3,3
604070667,3,3,3,4,4,3,-1
604070668,2,2,3,3,3,3,3
604070669,2,3,4,4,4,4,4
604070670,2,2,4,2,4,2,2
604070671,2,3,4,4,4,4,3
604070672,1,3,4,4,4,4,4
604070673,2,3,4,4,4,4,4
604070674,1,4,4,2,3,3,2
604070675,2,2,4,3,4,4,4
604070676,1,2,4,4,-1,4,4
604070677,2,4,4,4,4,4,4
604070678,3,4,4,4,-1,4,4
