D_INTERVIEW,Q177,Q178,Q179,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q190,Q191,Q192,Q193,Q194,Q195
300070159,1.0,6.0,1.0,1.0,1.0,2.0,1.0,6.0,10.0,7.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,2.0,1.0
300070160,1.0,2.0,1.0,1.0,1.0,6.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0
300070161,1.0,1.0,1.0,1.0,1.0,10.0,6.0,6.0,9.0,10.0,1.0,9.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0
300070162,1.0,1.0,1.0,4.0,2.0,7.0,1.0,8.0,10.0,10.0,2.0,6.0,1.0,1.0,1.0,1.0,7.0,1.0,5.0
300070163,1.0,1.0,1.0,3.0,1.0,10.0,1.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0
300070164,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,10.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0
300070165,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0,9.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0
300070166,4.0,5.0,1.0,3.0,2.0,1.0,1.0,7.0,10.0,8.0,1.0,6.0,1.0,1.0,1.0,1.0,7.0,1.0,9.0
300070167,6.0,3.0,1.0,2.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0
300070168,1.0,10.0,1.0,7.0,1.0,10.0,7.0,9.0,9.0,10.0,6.0,4.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0
