D_INTERVIEW,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81
300070159,3,2,4,4,4,4,4,4,4,4,3,2,4,2,3,3,3,3
300070160,2,2,4,4,4,3,4,2,4,3,3,3,4,4,4,4,2,2
300070161,3,2,4,4,4,2,2,4,4,4,3,2,3,4,4,3,3,3
300070162,3,3,4,4,4,2,4,4,4,4,3,3,4,3,4,3,3,4
300070163,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,2
300070164,2,1,2,3,2,1,2,4,3,2,2,1,2,2,4,2,2,4
300070165,1,1,-2,3,3,1,1,4,4,4,3,2,2,4,4,3,3,3
300070166,2,3,3,4,3,2,3,4,4,4,2,2,1,3,3,3,2,3
300070167,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3
300070168,4,4,4,4,3,4,4,4,4,4,3,2,3,3,4,2,2,3
300070169,4,2,3,3,4,4,2,3,3,3,3,4,2,3,4,4,4,3
300070170,4,3,4,4,4,4,4,4,4,4,3,2,4,4,4,2,2,3
300070171,3,2,3,3,3,2,2,3,4,4,3,2,1,2,3,2,3,3
300070172,2,2,2,3,3,2,2,3,4,2,2,2,1,2,2,3,3,2
300070173,4,3,4,4,4,2,2,4,4,4,2,2,1,2,3,2,3,4
300070174,3,3,3,3,3,3,3,4,4,4,1,1,4,1,1,1,-1,1
300070175,3,2,3,4,4,2,1,4,4,4,2,1,1,3,3,2,3,3
300070176,3,2,4,4,4,2,2,4,4,4,4,2,2,3,3,3,3,3
300070177,3,2,3,3,4,2,2,4,3,3,3,2,2,3,2,4,4,3
300070178,3,2,3,3,3,2,2,4,4,4,4,2,3,3,3,2,3,2
300070179,4,2,4,4,4,2,2,3,3,3,2,2,2,2,3,2,2,3
300070180,2,3,3,3,3,2,2,2,4,4,3,2,2,3,3,2,3,3
300070181,3,2,3,3,3,2,3,3,3,3,2,2,3,2,3,3,-1,3
300070182,3,2,3,3,3,3,3,4,4,4,2,2,3,2,3,3,3,3
300070183,3,2,3,3,3,2,2,3,3,2,2,2,3,2,3,2,-1,2
300070184,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3
300070185,2,2,3,3,3,2,2,3,3,3,2,2,3,2,3,2,2,2
300070186,3,2,3,4,3,3,3,3,3,3,2,2,3,2,3,3,3,2
300070187,3,2,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3
300070188,2,2,3,3,3,2,2,3,4,3,2,1,3,2,3,3,1,2
300070189,3,-1,3,3,4,2,2,3,3,3,2,1,2,2,2,2,2,2
300070190,3,2,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3
300070191,2,1,3,4,3,2,2,3,2,2,2,2,2,3,3,3,3,2
300070192,2,2,3,3,2,3,2,2,2,2,2,2,2,3,3,2,2,2
300070193,3,2,3,4,2,3,2,3,3,3,3,2,2,3,3,2,2,2
300070194,1,1,3,3,3,1,3,4,4,4,4,-1,3,3,3,2,-1,2
300070195,3,1,3,3,4,2,2,4,3,3,3,2,2,2,3,3,2,2
300070196,2,2,3,4,2,2,2,2,2,2,2,2,2,3,3,2,2,2
300070197,2,1,3,3,2,2,2,2,2,2,3,2,2,3,3,2,2,2
300070198,2,2,3,3,3,2,2,3,3,2,3,2,2,3,3,2,2,2
300070199,2,2,3,4,3,3,2,3,3,3,3,2,2,3,3,3,2,2
300070200,4,3,3,4,2,3,-2,4,3,3,3,2,2,3,3,2,2,2
300070201,1,1,4,4,4,2,2,4,4,4,2,1,4,3,4,2,3,1
300070202,4,3,1,4,4,4,1,2,4,4,2,3,1,1,4,2,2,4
300070203,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3
300070204,3,2,3,3,4,2,3,3,4,4,4,3,3,2,2,3,3,2
300070205,2,1,3,3,4,2,2,3,3,4,4,1,2,2,2,3,2,3
300070206,2,1,4,4,4,1,4,2,2,2,4,1,1,1,3,1,4,1
300070207,3,1,4,4,1,1,1,1,2,1,1,1,1,3,2,1,1,1
300070208,4,1,4,4,3,3,3,1,2,2,3,3,1,2,4,3,3,2
300070209,2,1,3,3,4,1,1,2,3,3,3,2,2,3,2,3,3,3
300070210,3,3,2,2,3,2,3,2,3,4,4,2,1,2,3,3,3,2
300070211,2,1,4,2,4,2,3,3,4,4,3,2,4,4,4,3,3,4
300070212,3,1,4,4,4,2,2,2,4,4,3,3,2,3,3,2,2,3
300070213,3,3,4,4,3,2,3,3,4,3,2,2,3,2,3,2,2,2
300070214,1,1,4,4,4,1,4,4,4,4,4,3,4,4,4,4,4,4
300070215,1,4,4,4,4,1,1,3,4,4,3,1,4,3,2,4,1,4
300070216,4,4,3,3,2,3,2,4,4,4,3,2,2,4,4,3,2,2
300070217,3,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4
300070218,2,1,4,4,3,2,2,4,4,4,3,2,4,2,2,3,3,2
300070219,3,3,3,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2
300070220,1,1,2,2,2,1,2,2,2,3,3,1,2,2,3,2,2,1
300070221,1,1,4,4,4,2,4,2,4,3,4,3,3,4,4,4,3,4
300070222,3,2,3,3,4,1,3,2,3,3,3,3,2,2,2,2,2,3
300070223,1,1,3,3,4,1,2,4,4,4,3,2,3,2,4,3,3,3
300070224,2,1,2,4,3,1,1,4,4,3,3,2,4,3,4,4,4,4
300070225,1,1,4,4,3,2,2,3,4,4,3,3,3,3,3,4,4,4
300070226,3,1,3,3,3,2,2,2,3,3,2,1,1,4,4,2,3,3
300070227,3,2,4,4,4,3,3,4,4,4,3,3,3,3,4,3,3,2
300070228,1,1,4,4,4,3,4,3,4,4,3,2,2,3,4,3,3,3
300070229,4,2,3,4,3,3,2,3,3,2,3,2,2,3,4,3,2,3
300070230,1,1,2,2,-1,2,3,4,4,4,3,2,4,3,2,-2,2,-1
300070231,2,2,4,3,4,1,1,2,3,2,3,1,1,3,3,2,2,1
300070232,1,1,3,3,3,2,3,3,3,3,4,2,3,3,3,2,2,2
300070233,1,1,4,4,4,2,2,4,4,4,4,2,4,3,4,4,4,4
300070234,4,4,4,4,4,3,2,3,4,3,3,4,4,2,3,3,3,3
300070235,1,1,4,3,4,2,3,2,4,4,3,2,2,2,4,3,4,3
300070236,4,4,4,4,3,4,4,3,3,3,3,3,4,4,4,3,3,3
300070237,1,1,4,4,4,2,3,3,3,3,4,2,3,2,4,3,2,1
300070238,2,2,4,4,4,2,4,3,4,3,3,4,3,4,4,4,4,4
300070239,1,1,4,4,4,4,4,2,4,4,4,3,3,4,4,4,3,4
300070240,3,2,4,4,3,3,3,2,3,2,3,1,2,3,3,3,2,3
300070241,-2,2,2,2,-1,2,2,2,-1,2,2,2,-1,2,2,3,3,2
300070242,4,3,4,4,3,2,3,3,4,3,2,2,3,2,3,2,2,2
300070243,1,2,3,3,-1,2,2,3,3,3,2,1,-1,3,2,-1,-1,2
300070244,4,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2
300070245,4,2,2,2,-1,2,3,2,3,2,2,2,-2,2,2,2,-1,2
300070246,2,2,4,4,3,3,3,3,3,3,2,2,3,4,4,2,-1,2
300070247,4,3,4,4,4,2,4,3,4,3,3,2,2,2,3,3,3,2
300070248,3,2,3,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3
300070249,2,2,2,3,3,2,2,2,2,2,2,1,2,2,2,3,-1,2
300070250,2,1,3,3,3,3,3,3,3,3,2,2,2,2,2,-1,-1,2
300070251,1,1,3,3,3,1,1,1,4,2,3,1,1,2,3,2,2,1
300070252,2,2,3,4,4,2,3,3,3,3,2,2,2,3,3,2,2,1
300070253,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,-1,3
300070254,4,2,4,4,4,3,3,4,4,3,3,2,2,3,4,2,2,1
300070255,1,2,3,3,3,1,2,2,3,2,2,2,2,2,3,1,1,1
300070256,1,2,3,2,3,1,2,2,3,2,2,2,2,2,4,2,2,1
300070257,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1
300070258,1,1,3,4,2,1,2,2,2,2,2,1,2,2,3,1,1,1
300070259,1,2,3,4,4,2,2,2,3,2,2,2,2,2,3,2,1,1
300070260,2,2,2,2,2,1,1,3,3,2,2,2,2,2,2,2,2,2
300070261,3,2,4,4,4,2,2,3,4,4,2,3,2,4,4,2,3,1
300070262,2,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3
300070263,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3
300070264,2,2,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3
300070265,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
300070266,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,2,2,2
300070267,3,2,4,3,4,2,2,4,4,4,3,2,2,3,4,3,3,3
300070268,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3
300070269,2,-1,4,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3
300070270,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,3
300070271,2,1,2,3,3,2,2,2,3,2,3,2,1,2,3,2,2,1
300070272,2,2,4,4,4,1,2,4,4,2,2,2,2,3,3,3,4,2
300070273,2,1,3,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2
300070274,1,2,4,4,4,3,4,4,4,4,2,2,4,2,4,2,2,1
300070275,2,1,4,4,4,1,2,3,4,4,2,2,4,4,4,4,4,3
300070276,2,2,4,4,4,2,2,3,3,3,2,1,1,2,2,2,2,2
300070277,1,1,3,3,3,2,2,3,3,3,3,2,3,2,2,3,3,3
300070278,3,2,3,3,4,2,2,4,3,3,3,3,1,2,3,3,2,3
300070279,1,1,3,4,3,2,2,3,3,2,2,1,2,3,3,2,2,2
300070280,2,2,4,4,4,2,3,3,4,2,2,1,1,3,3,2,2,2
300070281,2,2,3,4,2,3,2,3,3,3,2,2,2,3,3,3,3,3
300070282,3,2,3,3,2,3,2,3,3,3,3,2,2,3,3,2,2,3
300070283,2,2,3,3,2,3,2,3,4,3,2,2,2,3,3,2,2,2
300070284,3,2,3,4,2,2,2,3,3,3,2,2,2,3,3,2,3,3
300070285,1,1,3,3,-1,2,2,2,3,2,2,-1,2,2,3,-1,-1,2
300070286,2,2,2,3,2,1,1,2,2,2,2,2,2,3,3,3,3,2
300070287,2,-1,3,4,3,2,2,-1,-1,-1,2,2,-1,3,3,3,3,3
300070288,1,2,3,3,2,2,2,2,2,2,2,2,2,3,3,3,2,2
300070289,2,2,3,4,2,3,2,3,3,3,3,2,2,2,3,3,3,2
300070290,2,2,3,3,2,2,2,3,3,3,2,2,2,3,3,2,2,2
300070291,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3
300070292,2,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,3
300070293,2,3,3,4,3,2,2,3,3,2,3,2,2,3,3,3,3,3
300070294,3,2,3,3,3,3,2,3,3,3,3,3,3,3,4,2,2,3
300070295,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
300070296,3,3,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3
300070297,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3
300070298,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3
300070299,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
300070300,3,2,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3
300070301,1,1,3,3,3,2,2,2,3,2,2,1,1,2,1,1,1,1
300070302,2,1,4,4,4,2,3,4,4,4,4,3,4,4,4,3,3,2
300070303,2,1,4,4,4,2,3,4,4,2,3,2,2,3,3,3,3,2
300070304,3,2,4,4,4,2,2,3,4,2,4,2,2,3,2,1,2,2
300070305,3,2,4,3,3,2,3,3,4,4,2,2,3,3,2,1,3,2
300070306,3,2,3,4,4,2,2,3,3,2,3,2,2,3,2,2,2,2
300070307,3,2,3,4,3,3,4,3,4,4,3,2,3,4,4,3,3,2
300070308,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
300070309,1,1,2,3,4,2,3,4,4,4,4,2,4,4,4,2,2,2
300070310,4,2,4,4,2,2,3,4,2,4,2,1,1,2,3,1,2,2
300070311,1,1,4,3,4,2,3,4,4,4,3,1,3,3,3,3,2,3
300070312,3,3,4,4,4,4,4,4,4,4,4,4,2,1,4,4,2,4
300070313,1,1,4,4,4,1,2,4,4,4,3,2,3,4,4,4,4,4
300070314,1,1,4,3,4,1,4,4,4,4,3,1,3,4,3,4,2,3
300070315,2,1,3,3,4,2,2,4,4,4,4,1,4,3,3,3,3,2
300070316,1,1,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4
300070317,3,1,3,3,4,2,2,4,4,4,4,1,4,1,3,1,1,4
300070318,3,2,4,3,4,2,3,4,4,4,3,1,3,3,3,3,3,3
300070319,1,1,4,4,4,4,4,4,4,4,2,1,1,4,4,4,4,4
300070320,3,3,4,4,4,3,4,4,4,4,3,1,3,4,4,4,4,4
300070321,3,2,4,4,4,3,4,4,4,4,3,1,-1,2,4,2,-1,2
300070322,3,1,3,4,4,3,3,4,4,4,3,1,3,3,4,3,-1,3
300070323,1,1,4,4,4,1,3,4,4,4,4,1,1,3,4,3,-1,3
300070324,3,2,3,3,4,3,1,3,4,4,3,1,3,3,3,3,3,3
300070325,1,2,3,3,3,2,2,4,4,4,3,2,3,3,3,2,-1,2
300070326,2,1,4,3,4,2,3,4,4,4,1,1,2,3,3,3,3,3
300070327,4,4,4,4,4,3,2,4,4,4,3,4,4,4,4,3,-1,4
300070328,2,1,3,3,4,3,-1,4,4,4,4,1,4,3,3,3,4,4
300070329,3,2,4,3,4,2,3,4,4,4,2,1,2,2,3,3,2,3
300070330,1,1,4,3,4,3,3,4,4,4,3,1,3,3,4,3,-1,3
300070331,2,3,4,4,4,4,4,4,4,4,3,1,3,3,4,4,4,4
300070332,2,2,4,4,4,3,4,4,4,4,2,1,3,3,2,2,2,2
300070333,4,1,4,4,4,2,4,4,4,4,4,2,4,4,4,3,2,3
