D_INTERVIEW,Q165,Q166,Q167,Q168
170071861,1,1,1,1
170071862,1,2,2,1
170071864,1,2,2,2
170071866,1,2,2,2
170071868,1,1,2,1
170071869,1,1,2,2
170071870,1,1,2,1
170071873,2,2,2,2
170071894,1,1,1,1
170071907,1,2,1,1
170071911,1,1,1,1
170071913,1,1,2,1
170071923,1,2,1,1
170071924,1,2,2,1
170071933,1,1,2,1
170071940,1,2,2,1
170071941,1,1,1,1
170072103,1,1,2,1
170072112,1,2,1,1
170072137,1,2,2,1
170072151,1,1,1,1
170072161,1,2,2,1
170072173,1,1,2,1
170072181,1,1,1,1
170072185,1,1,1,1
170072186,1,2,2,2
170072191,1,1,1,1
170072192,1,1,1,1
170072193,1,1,2,1
170072194,1,1,1,2
170072195,1,1,2,1
170072196,1,2,2,2
170072201,1,2,1,1
170072221,1,2,2,1
170072250,1,1,1,1
170072251,1,2,1,1
170072252,1,1,1,1
170072254,1,2,1,1
170072267,1,2,2,1
170072268,1,1,1,1
170072269,1,1,1,1
170072273,1,2,1,1
170072295,1,1,1,1
170072306,1,2,1,1
170072349,1,1,2,1
170072360,1,1,2,2
170072362,1,1,1,1
170072372,1,1,1,1
170072375,1,1,1,1
170072388,1,1,1,1
170072414,1,2,1,1
170072419,1,2,2,1
170072422,1,1,1,1
170072423,1,2,2,1
170072437,1,2,2,1
170072455,1,1,1,1
170072499,1,1,1,1
170072505,1,2,2,2
170072508,1,1,1,1
170072509,1,1,1,1
170072560,1,1,2,1
170072569,1,1,1,1
170072570,1,2,2,2
170072572,1,1,1,1
170072605,1,1,1,1
170072606,1,1,2,2
170072607,1,1,2,1
170072614,1,1,2,1
170072615,1,2,2,1
170072617,1,1,2,1
170072620,1,2,2,2
170072621,1,1,1,1
170072641,1,1,2,1
170072642,1,2,2,2
170072645,1,1,2,1
170072648,1,2,2,1
170072649,1,1,1,1
170072650,1,1,2,1
170072652,1,1,1,1
170072654,1,1,2,1
170072672,1,1,2,1
170072675,1,2,1,2
170072676,1,1,1,1
170072687,1,1,1,1
170072694,1,1,1,1
170072700,1,2,1,2
170072701,1,1,1,1
170072727,1,2,2,2
170072728,1,2,2,1
170072744,1,1,1,1
170072752,1,1,1,1
170072762,1,2,2,2
170072768,1,1,2,1
170072802,1,1,1,1
170072803,1,1,1,1
170072813,1,1,1,1
170072814,1,1,1,1
170072816,1,2,1,1
170072818,1,2,2,2
170072819,1,2,2,1
170072918,1,1,2,1
170072919,1,1,2,1
170072942,1,1,2,2
170072948,1,2,1,1
170072976,1,1,1,1
170072987,1,1,1,1
170072998,1,1,1,1
170073070,1,1,1,1
170073076,1,1,2,1
170073124,1,2,2,2
170073125,1,1,1,1
170073138,1,2,1,1
170073164,1,1,2,1
170073199,2,2,2,2
170073201,1,1,1,1
170073309,1,1,1,1
170073330,1,1,2,1
170073335,1,1,1,1
170073339,1,1,1,1
170073345,1,2,2,2
170073353,2,1,1,2
170073354,1,1,1,1
170073355,1,1,1,1
170073362,1,2,2,2
170073363,1,2,1,1
170073432,1,1,1,1
170073433,1,1,1,1
170073449,1,2,2,1
170073457,1,1,2,1
170073458,2,2,2,2
170073459,1,1,2,1
170073463,2,2,2,2
170073471,1,1,1,1
170073472,1,1,1,1
170073479,1,1,2,1
170073480,1,2,2,2
170073482,1,1,1,1
170073484,1,1,1,1
170073487,1,1,1,2
170073488,1,1,1,1
170073538,1,2,2,1
170073540,1,1,2,1
170073559,1,1,1,1
170073582,1,2,1,1
170073584,1,1,1,1
170073588,1,1,1,1
170073614,1,1,1,1
170073615,1,2,2,1
170073616,1,1,1,1
170073617,1,1,1,1
170073626,1,1,2,1
170073627,1,2,2,1
170073628,1,1,2,2
170073630,1,1,2,1
170073632,1,1,2,1
170073637,1,1,2,1
170073640,1,1,2,1
170073642,1,2,2,2
170073643,2,2,2,2
170073649,1,2,2,1
170073695,1,1,1,1
170073746,1,2,2,1
170073747,1,2,1,1
170073753,1,1,1,1
170073754,2,2,2,2
170073761,1,2,2,2
170073764,1,1,2,1
170073765,1,1,1,1
170073766,1,1,2,1
170073783,1,1,2,1
170073787,1,1,2,1
170073788,1,2,2,1
170073795,1,2,2,1
170073818,1,2,2,1
170073867,1,1,1,1
170073868,1,1,2,1
170073870,1,1,2,1
170073871,1,1,1,1
170073904,2,2,2,2
170073905,2,2,2,2
170073906,1,1,2,1
170073913,1,2,2,2
170073914,1,2,1,1
170073915,1,1,2,1
170073952,1,1,1,1
170074030,1,1,1,1
170074031,1,2,1,1
170074032,1,1,2,1
170074037,1,2,2,1
170074038,1,1,1,1
170074040,1,2,2,2
170074041,1,1,2,2
170074064,1,1,1,1
170074071,1,1,2,1
170074073,1,1,1,1
170074077,1,1,1,1
170074124,1,1,2,1
170074125,1,1,2,1
170074163,1,1,1,1
170074164,1,1,1,1
170074168,1,2,2,1
170074169,1,2,2,2
170074178,1,1,1,1
170074186,1,1,1,1
170074199,1,2,1,1
170074200,1,1,1,1
170074201,1,1,1,1
170074202,1,2,1,1
170074204,1,1,1,2
170074205,1,2,2,1
170074208,1,1,1,1
170074211,1,2,2,2
170074213,1,1,1,2
170074214,1,2,2,1
170074217,1,1,2,2
170074222,1,2,1,1
170074223,1,2,2,1
170074225,1,1,2,1
170074230,1,1,1,1
170074231,1,1,2,1
170074232,1,2,2,1
170074236,1,1,1,1
170074237,1,1,2,1
170074238,1,1,1,1
170074239,1,1,1,1
170074240,1,2,2,1
170074241,1,1,2,1
170074242,1,2,2,1
170074245,1,2,1,1
170074248,1,2,1,1
170074249,1,2,2,2
170074252,1,1,1,1
170074255,1,2,2,1
170074256,1,2,1,1
170074257,1,2,2,2
170074258,1,2,2,1
170074261,1,1,1,1
170074264,1,1,1,1
170074271,1,1,2,1
170074274,1,2,2,1
170074275,1,1,2,1
170074283,1,1,1,1
170074287,1,1,1,1
170074290,1,2,2,1
170074294,1,1,2,1
170074296,1,1,1,1
170074297,1,2,2,2
170074298,1,1,1,1
170074304,1,2,1,1
170074305,1,2,1,1
170074306,1,2,2,1
170074307,1,1,1,1
170074310,1,2,2,1
170074311,1,1,1,1
170074312,1,1,1,1
170074313,1,1,2,1
170074314,1,1,1,1
170074315,1,2,2,2
170074320,1,1,1,1
170074321,1,1,1,1
170074331,1,1,1,1
170074336,1,1,1,1
170074339,1,1,1,1
170074344,1,1,1,1
170074348,1,2,2,1
170074351,1,1,1,1
170074355,1,2,2,1
170074356,1,1,2,1
170074362,1,1,1,1
170074363,1,2,1,1
170074376,1,2,2,1
170074382,1,1,1,1
170074385,1,1,1,1
170074386,1,2,2,1
170074389,1,1,1,1
170074391,1,2,2,2
170074398,1,1,1,1
170074405,1,1,1,1
170074406,1,1,2,1
170074408,1,1,1,1
170074409,1,1,1,1
170074410,1,1,1,1
170074411,1,1,2,2
170074412,1,2,2,2
170074414,1,2,2,2
170074416,1,2,2,2
170074417,1,1,1,1
170074419,1,1,2,2
170074421,1,1,1,1
170074424,1,2,2,2
170074432,1,1,1,1
170074435,1,1,2,1
170074439,1,2,2,1
170074442,1,2,2,1
170074448,1,2,1,1
170074451,1,1,2,1
170074453,1,1,1,1
170074454,1,2,2,1
170074455,1,2,2,1
170074476,1,2,2,1
170074477,1,1,1,2
170074479,1,2,2,2
170074480,1,1,2,1
170074494,1,2,1,1
170074495,1,2,1,1
170074497,1,2,2,2
170074498,1,1,1,1
170074508,1,1,2,1
170074517,1,2,1,1
170074518,1,1,1,1
170074526,1,1,2,1
170074529,1,1,1,1
170074532,1,1,1,1
170074533,1,1,1,1
170074534,1,1,1,1
170074535,2,2,2,2
170074539,2,2,2,2
170074540,1,1,1,1
170074543,1,2,2,1
170074545,1,2,2,1
170074551,1,1,1,1
170074566,1,1,2,1
170074574,1,2,1,1
170074575,1,1,1,1
170074576,1,1,2,1
170074577,1,1,2,1
170074578,1,2,2,1
170074579,1,1,1,1
170074580,1,1,1,1
170074581,1,1,2,1
170074582,1,1,1,1
170074592,1,1,1,1
170074593,1,1,1,1
170074594,1,2,2,1
170074596,1,2,2,1
170074597,1,1,1,1
170074599,1,1,1,1
170074600,1,1,1,1
170074601,1,1,2,1
170074602,1,1,1,1
170074603,1,2,2,2
170074604,1,2,1,1
170074606,1,1,1,1
170074608,1,1,1,1
170074610,1,2,1,1
170074611,1,1,1,1
170074623,1,1,1,1
170074624,1,1,1,1
170074626,1,2,2,2
170074627,1,1,1,1
170074631,1,1,2,1
170074632,1,1,1,1
170074634,1,1,1,1
170074635,1,1,2,2
170074636,1,2,1,1
170074637,1,1,1,1
170074638,1,2,2,2
170074639,1,1,2,2
170074640,1,2,2,2
170074651,1,1,1,1
170074666,1,2,2,2
170074669,1,1,1,1
170074674,1,2,1,1
170074675,1,1,1,1
170074676,1,2,2,1
170074681,1,2,2,2
170074682,1,2,1,1
170074683,1,1,2,1
170074684,1,2,2,1
170074700,1,1,1,1
170074709,1,2,2,2
170074710,1,1,1,1
170074713,1,1,1,1
170074722,1,2,2,2
170074723,1,1,1,1
170074724,1,1,2,2
170074726,1,2,1,1
170074731,1,1,2,1
170074732,1,1,2,1
170074734,1,1,2,2
170074735,1,2,1,1
170074736,1,1,2,1
170074738,1,1,1,1
170074739,1,1,2,2
170074748,1,1,2,1
170074755,2,2,2,2
170074775,1,2,2,2
170074787,1,2,2,2
170074789,1,2,2,1
170074790,1,2,2,2
170074791,1,1,1,1
170074792,1,1,2,1
170074794,1,1,2,1
170074795,1,1,2,1
170074797,1,1,2,1
170074798,2,2,2,2
170074799,1,2,2,1
170074800,1,1,2,1
170074802,1,2,2,1
170074803,1,1,1,1
170074804,1,2,2,2
170074806,1,2,2,2
170074807,1,2,2,2
170074808,1,1,2,2
170074810,1,1,1,1
170074814,1,1,1,1
170074980,1,1,2,1
170074981,1,1,2,1
170074982,1,1,1,1
170074983,1,1,2,1
170074986,1,2,1,1
170074987,1,1,2,1
170075002,1,2,1,1
170075003,1,1,1,1
170075015,1,1,1,1
170075017,1,1,1,1
170075018,1,2,1,1
170075019,1,2,2,2
170075023,1,1,2,1
170075024,1,1,1,1
170075025,1,1,2,2
170075026,1,1,1,1
170075027,1,2,2,1
170075029,1,1,1,1
170075030,1,2,1,1
170075035,1,2,2,2
170075037,1,2,2,1
170075042,1,1,1,1
170075043,1,2,2,1
170075084,1,1,1,1
170075086,1,1,2,1
170075087,1,1,1,1
170075094,1,2,2,2
170075095,1,1,2,1
170075120,1,1,1,1
170075127,1,2,2,1
170075128,1,2,2,1
170075129,1,2,2,2
170075136,1,1,1,1
170075137,1,1,1,1
170075139,1,1,1,1
170075140,1,2,2,1
170075141,1,2,2,2
170075142,1,2,2,2
170075144,1,2,1,1
170075146,1,1,1,1
170075148,1,2,1,1
170075150,1,1,2,1
170075151,1,1,1,1
170075153,1,2,2,1
170075155,1,1,2,1
170075163,1,2,2,2
170075164,1,1,1,1
170075165,1,1,2,1
170075167,1,1,2,1
170075168,1,2,1,1
170075169,1,1,1,1
170075181,1,1,1,1
170075185,1,1,1,1
170075186,1,1,1,1
170075187,1,2,2,2
170075193,1,1,1,1
170075195,1,1,1,1
170075196,1,1,1,1
170075201,1,2,2,1
170075202,1,2,2,1
170075214,1,2,2,2
170075215,1,1,1,1
170075226,1,2,1,1
170075227,1,1,2,1
170075228,1,2,1,1
170075229,1,2,2,1
170075230,1,1,2,2
170075247,1,1,1,1
170075248,1,2,1,1
170075253,1,1,2,2
170075255,1,1,1,1
170075271,1,2,1,1
170075318,1,1,1,1
170075319,1,2,2,2
170075332,1,1,1,1
170075342,1,1,1,1
170075356,1,1,1,1
170075357,1,1,1,1
170075365,1,2,1,1
170075366,1,2,2,2
170075367,1,2,1,1
170075368,1,2,2,2
170075370,1,2,2,1
170075381,1,2,1,1
170075385,1,1,2,1
170075386,1,1,1,1
170075390,1,2,2,2
170075413,1,1,2,2
170075472,1,2,2,1
170075521,1,1,1,1
170075524,1,1,2,2
170075526,1,2,1,1
170075529,1,1,1,1
170075531,1,2,1,1
170075532,1,2,2,2
170075533,1,1,1,1
170075534,1,2,2,1
170075537,1,1,2,1
170075542,1,2,2,1
170075554,1,1,1,1
170075559,1,1,1,1
170075576,1,1,1,2
170075578,1,1,1,1
170075579,1,2,1,1
170075580,1,1,1,1
170075581,1,1,1,1
170075582,1,1,1,1
170075583,1,1,1,1
170075584,1,1,2,1
170075585,1,1,1,1
170075586,1,2,2,1
170075588,1,2,2,1
170075589,1,1,1,1
170075599,1,1,1,1
170075606,1,1,1,1
170075608,1,1,1,1
170075609,1,1,1,1
170075610,1,2,2,1
170075611,1,2,1,1
170075612,1,2,2,2
170075613,1,2,2,2
170075657,1,2,2,2
170075658,1,2,1,1
170075659,1,1,1,1
170075660,1,2,2,1
170075661,1,1,2,1
170075662,1,1,1,1
170075663,1,2,1,1
170075664,1,2,2,2
170075665,1,1,1,1
170075666,1,1,2,1
170075667,1,2,2,1
170075668,1,1,1,1
170075672,1,1,1,1
170075673,1,1,1,1
170075674,1,1,1,1
170075687,1,1,1,1
170075688,1,1,2,2
170075689,1,1,1,1
170075696,1,1,1,1
170075697,1,2,2,1
170075698,1,1,2,1
170075699,1,1,1,1
170075700,1,1,1,1
170075701,1,1,1,1
170075708,1,1,1,1
170075709,1,1,1,1
170075711,1,2,1,1
170075712,1,1,2,1
170075713,1,2,1,1
170075714,1,2,2,1
170075715,1,1,2,1
170075722,1,2,2,2
170075729,1,1,2,1
170075734,1,2,2,1
170075736,1,1,1,1
170075737,1,1,2,1
170075739,1,2,1,1
170075740,1,2,2,1
170075742,1,2,2,1
170075743,1,2,1,1
170075744,1,1,2,2
170075745,1,1,2,1
170075754,1,1,1,1
170075756,1,1,2,2
170075759,1,2,2,2
170075760,1,1,1,1
170075761,1,2,2,2
170075763,1,1,1,1
170075764,1,2,2,1
170075765,1,1,1,1
170075766,1,2,1,1
170075767,1,2,1,1
170075768,1,1,1,1
170075769,1,1,2,1
170075770,1,1,1,1
170075771,1,1,1,1
170075772,1,1,1,1
170075773,1,1,2,1
170075774,1,1,1,1
170075775,1,1,1,1
170075777,1,2,1,1
170075778,1,1,1,1
170075780,1,1,2,2
170075782,1,1,1,1
170075783,1,1,1,1
170075796,1,2,2,2
170075798,1,2,2,1
170075802,1,1,1,1
170075823,1,1,2,1
170075838,1,2,2,1
170075847,1,1,1,1
170075849,1,2,2,1
170075850,1,1,1,1
170075853,1,2,2,1
170075854,1,1,1,1
170075856,1,1,2,2
170075860,1,1,1,1
170075862,1,1,1,1
170075881,1,2,2,1
170075882,1,2,1,1
170075883,1,2,2,1
170075884,1,2,2,2
170075886,1,2,2,2
170075887,1,1,1,1
170075889,1,1,1,1
170075890,2,2,2,2
170075891,1,2,2,1
170075892,1,1,1,1
170075893,1,1,2,1
170075894,1,2,2,1
170075895,2,2,2,2
170075939,1,1,1,1
170075940,1,1,1,1
170075941,1,2,1,1
170075942,1,2,2,2
170075943,1,2,2,1
170075947,1,2,2,1
170075949,1,2,1,1
170075950,1,1,1,1
170075951,1,2,2,2
170075952,1,1,1,1
170075954,1,1,1,1
170075955,1,1,1,1
170075977,1,2,1,1
170075983,1,1,1,1
170075984,1,1,1,1
170075985,1,2,2,2
170075986,1,2,2,2
170075987,1,2,2,1
170075988,1,1,2,1
170075989,1,2,1,1
170075990,1,1,1,1
170075992,1,1,1,1
170075993,1,1,2,1
170075995,1,1,1,1
170076001,1,2,2,1
170076007,1,1,2,1
170076012,1,2,2,1
170076015,2,2,2,2
170076017,1,1,2,2
170076019,1,1,1,1
170076020,1,2,2,2
170076021,1,1,2,1
170076022,1,1,1,1
170076025,1,1,2,1
170076045,1,2,2,2
170076047,1,1,2,1
170076048,1,2,2,2
170076050,1,1,2,1
170076053,1,1,1,1
170076055,1,2,2,2
170076056,1,1,1,1
170076057,1,1,1,1
170076060,1,2,2,1
170076061,1,1,2,1
170076062,1,1,2,1
170076063,1,1,2,1
170076065,1,1,2,2
170076067,1,2,1,1
170076070,1,1,2,2
170076079,1,2,2,1
170076089,1,1,2,1
170076094,1,1,1,1
170076097,1,2,1,1
170076098,1,1,1,1
170076113,1,2,1,1
170076114,1,1,1,1
170076115,1,2,2,1
170076128,1,1,1,1
170076130,1,1,1,1
170076131,1,2,1,1
170076132,1,2,2,2
170076134,1,1,1,1
170076182,1,2,2,2
170076184,1,1,2,2
170076204,1,1,2,1
170076205,1,2,2,2
170076206,1,1,1,1
170076209,1,1,1,1
170076211,1,1,1,1
170076212,1,2,2,2
170076213,1,2,2,2
170076214,1,1,2,2
170076215,1,2,2,1
170076216,2,2,2,2
170076217,1,1,2,1
170076218,1,2,2,2
170076219,1,1,2,1
170076223,1,1,1,1
170076231,1,2,2,1
170076233,1,2,1,1
170076236,1,1,1,1
170076262,1,1,2,2
170076265,1,1,1,1
170076266,1,1,1,1
170076273,1,1,1,1
170076274,1,1,1,1
170076275,1,1,1,1
170076276,1,1,2,1
170076288,1,2,1,1
170076289,1,2,1,1
170076290,1,2,1,1
170076293,1,2,2,1
170076294,1,2,2,1
170076295,1,2,1,1
170076297,1,1,1,1
170076299,1,2,2,1
170076315,1,2,2,1
170076318,1,2,1,1
170076320,1,2,1,1
170076329,1,1,1,1
170076330,1,2,2,2
170076331,1,1,1,1
170076333,1,1,1,1
170076335,1,2,2,2
170076343,1,2,2,2
170076345,1,1,1,1
170076347,1,2,2,1
170076349,1,2,1,1
170076350,1,1,1,1
170076354,1,1,1,1
170076357,1,2,1,1
170076360,1,1,2,1
170076361,1,2,2,1
170076362,1,1,1,1
170076363,1,1,1,1
170076367,2,2,2,2
170076368,1,1,1,1
170076379,1,1,1,1
170076381,1,1,1,1
170076382,1,1,1,1
170076383,1,2,2,2
170076384,1,2,2,2
170076390,1,1,1,1
170076392,1,1,1,1
170076393,1,2,2,2
170076394,1,1,1,1
170076397,1,2,1,1
170076398,1,1,1,1
170076399,1,2,1,1
170076400,1,1,1,1
170076402,1,2,2,2
170076404,1,1,1,1
170076405,1,1,1,1
170076406,1,2,2,1
170076407,1,1,2,1
170076454,1,1,2,1
170076456,1,1,2,1
170076458,1,1,1,1
170076463,1,1,1,1
170076464,1,1,1,1
170076465,1,2,2,2
170076466,1,1,2,1
170076467,1,1,1,1
170076468,1,1,1,1
170076469,1,2,2,2
170076470,1,1,2,1
170076471,1,1,2,2
170076472,1,2,1,1
170076473,1,1,1,1
170076474,1,1,2,1
170076476,1,2,2,1
170076477,1,1,2,2
170076478,1,2,1,1
170076479,1,2,2,2
170076481,1,1,2,1
170076482,1,1,2,1
170076483,1,2,2,2
170076507,1,1,2,1
170076569,1,2,2,2
170076589,1,1,1,1
170076603,2,2,2,2
170076605,1,1,1,1
170076607,1,1,2,1
170076609,1,1,1,1
170076610,1,1,1,1
170076611,1,1,2,2
170076612,1,1,1,1
170076613,1,2,2,1
170076615,1,1,1,1
170076621,1,1,1,1
170076625,1,1,1,1
170076627,1,1,1,1
170076635,1,1,1,1
170076636,1,2,1,1
170076638,1,1,2,1
170076648,1,1,2,1
170076649,1,1,1,1
170076650,1,1,2,1
170076653,1,2,2,1
170076668,1,2,2,2
170076675,1,2,2,1
170076679,2,2,2,2
170076696,1,2,2,2
170076710,1,1,2,2
170076715,1,1,2,2
170076723,2,2,2,2
170076733,1,2,1,1
170076734,1,1,2,2
170076735,1,1,2,1
170076736,1,1,1,1
170076738,1,1,1,1
170076740,1,1,1,1
170076741,1,2,2,2
170076742,1,2,2,1
170076744,1,1,1,1
170076746,1,1,2,1
170076747,1,1,2,1
170076748,1,1,1,1
170076749,1,2,2,2
170076750,1,1,1,1
170076754,1,1,2,1
170076755,1,1,1,1
170076776,1,1,1,2
170076777,1,2,1,1
170076778,1,2,2,1
170076782,1,1,1,1
170076787,1,1,1,1
170076795,1,1,1,1
170076798,1,2,2,1
170076799,1,1,2,2
170076802,1,1,1,1
170076803,1,1,1,1
170076804,1,1,1,1
170076823,1,1,2,1
170076824,1,2,2,1
170076825,1,1,1,1
170076826,1,1,1,1
170076827,1,1,2,2
170076837,1,2,2,2
170076838,1,2,1,1
170076839,1,2,2,1
170076841,1,2,1,1
170076842,1,1,1,1
170076843,1,2,2,2
170076844,1,2,2,1
170076846,1,1,1,1
170076857,1,1,1,1
170076858,1,1,1,1
170076859,1,1,2,2
170076861,1,1,1,1
170076871,1,1,1,1
170076883,2,1,2,2
170076885,1,1,1,1
170076888,1,1,1,1
170076889,1,1,1,1
170076890,1,1,2,1
170076892,1,1,1,1
170076895,1,1,2,1
170076896,1,1,1,1
170076898,1,1,1,1
170076899,1,2,1,1
170076900,1,1,1,1
170076901,1,1,1,1
170076902,1,1,2,1
