D_INTERVIEW,Q94,Q95,Q96,Q97,Q98,Q99,Q100,Q101,Q102,Q103,Q104
300070001,0,0,0,0,0,0,0,0,0,0,0
300070002,0,0,0,0,0,0,0,0,0,0,0
300070003,0,0,0,0,0,0,0,0,0,0,0
300070004,0,0,0,0,0,0,2,0,0,0,0
300070005,0,0,0,0,0,0,0,0,0,0,0
300070006,0,0,0,0,0,0,0,0,0,0,0
300070007,0,0,0,0,0,0,0,0,0,0,0
300070008,0,0,0,0,0,0,0,0,0,0,0
300070009,0,0,0,0,0,0,0,0,0,0,0
300070010,0,0,0,0,0,0,0,0,0,0,0
300070011,0,0,0,0,0,0,0,0,0,0,0
300070012,0,0,0,0,0,0,0,0,0,0,0
300070013,0,0,0,0,0,0,0,0,0,0,0
300070014,0,0,0,0,0,0,0,0,0,0,0
300070015,0,0,0,0,0,0,0,0,0,0,0
300070016,0,0,0,0,0,0,0,0,0,0,0
300070017,0,0,0,0,0,0,0,0,0,0,0
300070018,0,0,0,0,0,0,0,0,0,0,0
300070019,0,0,0,0,0,0,0,0,0,0,0
300070020,0,0,0,0,0,0,0,0,0,0,0
300070021,0,0,0,0,0,0,0,0,0,0,0
300070022,0,0,0,0,0,0,0,0,0,0,0
300070023,0,2,0,2,0,0,0,0,0,0,0
300070024,0,0,0,0,0,0,0,0,0,0,0
300070025,0,0,0,0,0,0,0,2,0,2,0
300070026,0,0,0,0,0,0,0,0,0,0,0
300070027,0,0,0,0,2,0,0,2,0,0,0
300070028,0,0,0,0,0,0,0,0,0,0,0
300070029,0,0,0,0,0,0,0,0,0,0,0
300070030,0,0,0,0,0,0,0,0,0,0,0
300070031,0,2,0,0,0,0,0,0,0,0,0
300070032,0,0,0,0,0,0,0,0,0,0,0
300070033,0,0,0,0,0,0,0,0,0,0,0
300070034,0,0,0,0,0,0,0,0,0,0,0
300070035,0,0,0,0,0,0,0,0,0,0,0
300070036,0,0,0,0,0,0,0,0,0,0,0
300070037,0,2,0,0,0,0,0,0,0,0,0
300070038,0,0,0,0,0,0,0,0,0,0,0
300070039,0,0,0,0,0,0,0,1,0,1,0
300070040,0,0,0,0,0,0,0,0,0,0,0
300070041,0,0,0,2,0,0,0,0,0,0,0
300070042,0,0,0,0,0,0,0,0,0,0,0
300070043,0,0,0,0,0,0,2,0,0,0,0
300070044,2,0,0,0,0,0,0,0,0,0,0
300070045,0,0,0,0,0,0,0,0,0,0,0
300070046,0,0,0,0,0,0,0,0,0,0,0
300070047,0,0,2,0,0,0,0,0,0,0,0
300070048,0,0,0,0,0,0,0,0,0,0,0
300070049,0,0,0,0,0,0,0,0,0,0,0
300070050,0,0,0,0,0,0,0,0,0,0,0
300070051,0,0,0,0,0,0,0,0,0,1,0
300070052,2,0,2,0,0,0,2,0,0,0,0
300070053,0,0,0,0,0,0,0,0,0,0,0
300070054,0,0,0,0,0,0,0,0,0,0,0
300070055,0,0,0,0,0,0,0,0,0,0,0
300070056,0,0,0,0,0,0,0,0,0,0,0
300070057,0,0,0,0,0,0,0,0,0,0,0
300070058,0,0,0,0,0,0,0,0,0,0,0
300070059,0,0,0,0,0,0,0,0,0,0,0
300070060,0,0,0,0,0,0,0,0,0,0,0
300070061,0,0,0,0,0,0,0,0,0,0,0
300070062,0,0,0,0,0,0,0,0,0,0,0
300070063,0,0,0,0,0,0,0,0,0,0,0
300070064,0,0,0,0,0,0,0,0,0,0,0
300070065,0,2,0,0,0,0,0,0,0,0,0
300070066,0,0,0,0,0,0,0,2,0,0,0
300070067,0,2,0,0,0,0,0,0,0,0,0
300070068,0,1,0,0,0,0,0,0,0,0,0
300070069,0,0,0,0,0,0,0,0,0,0,0
300070070,0,0,0,1,0,0,0,0,0,0,0
300070071,0,0,0,0,0,0,0,0,0,0,0
300070072,0,0,0,0,0,0,0,0,0,0,0
300070073,0,0,0,0,0,0,0,0,0,0,0
300070074,0,0,0,0,0,0,0,0,0,0,0
300070075,2,0,0,0,0,0,0,0,0,0,0
300070076,0,0,0,0,0,0,0,0,0,0,0
300070077,0,0,0,0,0,0,0,0,0,0,0
300070078,0,0,0,0,0,0,0,0,0,0,0
